code,context,function,category,severity,cwe,language,project_type,is_vulnerable,source
"(True, False),                          # compile","      (None, converter.Feature.ALL),          # autograph_options
      (None, 'foo.bar'),                      # implements
      (None, True, False),                    # relax_shapes
      (True, False),                          # compile
      (True, False),                          # override_function
  ))
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"self.assertAllEqual(sq.eval().reshape(-1), [7, 10, 15, 22])","
        sq = defun_matmul(t, t)
        double = add(t, t)
        self.assertAllEqual(sq.eval().reshape(-1), [7, 10, 15, 22])
        self.assertAllEqual(double.eval().reshape(-1), [2, 4, 6, 8])
        # Make sure the pre registered function is used, and no other function
        # is added.",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"self.assertAllEqual(double.eval().reshape(-1), [2, 4, 6, 8])","        sq = defun_matmul(t, t)
        double = add(t, t)
        self.assertAllEqual(sq.eval().reshape(-1), [7, 10, 15, 22])
        self.assertAllEqual(double.eval().reshape(-1), [2, 4, 6, 8])
        # Make sure the pre registered function is used, and no other function
        # is added.
        self.assertLen(graph._functions, 6)",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"self.assertEqual(dx.eval(feed_dict={x: 2.0}), 24.0)","      dx = gradients_impl.gradients(l, [x])[0]

      with self.cached_session():
        self.assertEqual(dx.eval(feed_dict={x: 2.0}), 24.0)

  def testDefunDifferentiable(self):
    v = resource_variable_ops.ResourceVariable(1.0)",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"self.assertAllEqual(a.eval().indices, self.evaluate(b).indices)","      return
    self.assertTrue(isinstance(b, sparse_tensor.SparseTensor))
    with self.cached_session():
      self.assertAllEqual(a.eval().indices, self.evaluate(b).indices)
      self.assertAllEqual(a.eval().values, self.evaluate(b).values)
      self.assertAllEqual(a.eval().dense_shape, self.evaluate(b).dense_shape)
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"self.assertAllEqual(a.eval().values, self.evaluate(b).values)","    self.assertTrue(isinstance(b, sparse_tensor.SparseTensor))
    with self.cached_session():
      self.assertAllEqual(a.eval().indices, self.evaluate(b).indices)
      self.assertAllEqual(a.eval().values, self.evaluate(b).values)
      self.assertAllEqual(a.eval().dense_shape, self.evaluate(b).dense_shape)

  @combinations.generate(",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"self.assertAllEqual(a.eval().dense_shape, self.evaluate(b).dense_shape)","    with self.cached_session():
      self.assertAllEqual(a.eval().indices, self.evaluate(b).indices)
      self.assertAllEqual(a.eval().values, self.evaluate(b).values)
      self.assertAllEqual(a.eval().dense_shape, self.evaluate(b).dense_shape)

  @combinations.generate(
      combinations.times(test_base.graph_only_combinations(),",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
model.compile(,"  # TODO(yuefengz): optimizer with slot variables doesn't work because of
  # optimizer's bug.
  # TODO(yuefengz): we should not allow non-v2 optimizer.
  model.compile(
      loss=tf.keras.losses.sparse_categorical_crossentropy,
      optimizer=tf.keras.optimizers.SGD(learning_rate=0.001),
      metrics=[""accuracy""])",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"self.assertEqual(0.0, util.get_regularization_loss().eval())","  def testGetRegularizationLoss(self):
    # Empty regularization collection should evaluate to 0.0.
    with self.cached_session():
      self.assertEqual(0.0, util.get_regularization_loss().eval())

    # Loss should sum.
    ops.add_to_collection(",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"self.assertEqual(5.0, util.get_regularization_loss().eval())","    ops.add_to_collection(
        ops.GraphKeys.REGULARIZATION_LOSSES, constant_op.constant(3.0))
    with self.cached_session():
      self.assertEqual(5.0, util.get_regularization_loss().eval())

    # Check scope capture mechanism.
    with ops.name_scope('scope1'):",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"self.assertEqual(-1.0, util.get_regularization_loss('scope1').eval())","      ops.add_to_collection(
          ops.GraphKeys.REGULARIZATION_LOSSES, constant_op.constant(-1.0))
    with self.cached_session():
      self.assertEqual(-1.0, util.get_regularization_loss('scope1').eval())


if __name__ == '__main__':",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"""""""Tests that `ragged_const(pylist).eval().tolist() == pylist`.","                      inner_shape=None,
                      expected_shape=None,
                      expected_dtype=None):
    """"""Tests that `ragged_const(pylist).eval().tolist() == pylist`.

    Args:
      pylist: The `pylist` argument for `ragged_const()`.",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"`Session.run()`, `Tensor.eval()`, or `Operation.run()`.","
  **Important**: This ragged tensor will produce an error if evaluated.
  Its value must be fed using the `feed_dict` optional argument to
  `Session.run()`, `Tensor.eval()`, or `Operation.run()`.


  Args:",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
_FIELD_NAME_RE = re.compile('^[a-zA-Z][a-zA-Z0-9_]*$'),"# Regular expression used to determine whether a string is a valid field name.
# Note: we plan to relax (or possibly eliminate) this in the future; you
# should not rely on the fact that some field names are currently disallowed.
_FIELD_NAME_RE = re.compile('^[a-zA-Z][a-zA-Z0-9_]*$')

# =============================================================================
# Helper functions",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
result = xla.compile(,"    def vectorized_compute(x):
      return pfor_control_flow_ops.vectorized_map(compute, x)

    result = xla.compile(
        vectorized_compute, inputs=[array_ops.ones((10, 5, 3))])
    self.run_and_assert_equal(result, array_ops.ones((10, 1, 3)))
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"result = xla.compile(while_compute, inputs=[array_ops.ones((10, 5, 3))])","          lambda i, y: (i + 1, y + vectorized_compute(x, i)),
          (0, array_ops.zeros([5, 1])))[1]

    result = xla.compile(while_compute, inputs=[array_ops.ones((10, 5, 3))])
    expected = array_ops.ones([5, 1]) * 10
    self.run_and_assert_equal(expected, result)
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"out_xla_compile_f = xla.compile(f, inputs=[])","    if force_xla:
      out_exp_compile_f = def_function.function(jit_compile=True)(f)()
      self.run_and_assert_equal(out, out_exp_compile_f)
      out_xla_compile_f = xla.compile(f, inputs=[])
      self.run_and_assert_equal(out, out_xla_compile_f)

  def test_stateless_while(self):",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
mode = dist.mode().eval(),"
  # Will raise exception if ANY batch member has a < 1 or b < 1.
  dist = distributions.beta(a, b, allow_nan_stats=False)
  mode = dist.mode().eval()

  # Will return NaN for batch members with either a < 1 or b < 1.
  dist = distributions.beta(a, b, allow_nan_stats=True)  # Default behavior",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
mode = dist.mode().eval(),"
  # Will return NaN for batch members with either a < 1 or b < 1.
  dist = distributions.beta(a, b, allow_nan_stats=True)  # Default behavior
  mode = dist.mode().eval()
  ```

  In all cases, an exception is raised if *invalid* parameters are passed, e.g.",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
dist.mean().eval(),"  # Will raise an exception if any Op is run.
  negative_a = -1.0 * a  # beta distribution by definition has a > 0.
  dist = distributions.beta(negative_a, b, allow_nan_stats=True)
  dist.mean().eval()
  ```

  """"""",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"model.compile(optimizer=optimizer, loss=loss_obj)","      optimizer = tf.keras.optimizers.legacy.SGD(learning_rate=0.1)
      loss_obj = tf.keras.losses.CategoricalCrossentropy(
          label_smoothing=0.0, reduction=tf.keras.losses.Reduction.NONE)
      model.compile(optimizer=optimizer, loss=loss_obj)

    @tf.function
    def train_step(iterator):",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
_TPU_DEVICE_REGEX = re.compile(,"    return False


_TPU_DEVICE_REGEX = re.compile(
    r'.*task:(?P<host_id>\d+)/.*device:TPU:(?P<core_id>\d+)$')
_TPU_CONN_RETRIES = 120
DeviceDetails = collections.namedtuple(",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"model.compile(loss=""mse"", optimizer=opt)","
  opt = tf.keras.optimizers.SGD()
  opt = tf.train.experimental.enable_mixed_precision_graph_rewrite(opt)
  model.compile(loss=""mse"", optimizer=opt)

  x_train = np.random.random((1024, 64))
  y_train = np.random.random((1024, 64))",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"self.assertEqual(50, h.eval())","      h = self.evaluate(h)

      # Get the tensor from its handle.
      self.assertEqual(50, h.eval())

  @test_util.run_deprecated_v1
  def testHandleAndValue(self):",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"self.assertEqual(50, h.eval())","      v = math_ops.multiply(a, c)
      h, v = self.evaluate([h, v])

      self.assertEqual(50, h.eval())
      self.assertEqual(500, v)

  @test_util.run_deprecated_v1",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"self.assertEqual(100, h.eval())","        # This exercises garbage collection.
        h = sess.run(h_x, feed_dict={f: h.handle})

      self.assertEqual(100, h.eval())

  @test_util.run_deprecated_v1
  def testHandleWhileLoop(self):",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"self.assertEqual(101, h.eval())","        if not rp:
          break

      self.assertEqual(101, h.eval())

  @test_util.run_deprecated_v1
  def testHandleMover(self):",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"self.assertEqual(3.0, c_handle.eval())","          session_ops.get_session_handle(c),
          feed_dict={a_p: a_handle.handle,
                     b_p: b_handle.handle})
      self.assertEqual(3.0, c_handle.eval())

  @test_util.run_deprecated_v1
  def testHandleGC(self):",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"self.assertEqual(3.0, c_handle.eval())","          session_ops.get_session_handle(c),
          feed_dict={a_p: a_handle.handle,
                     b_p: b_handle.handle})
      self.assertEqual(3.0, c_handle.eval())

  @test_util.run_deprecated_v1
  def testFeedOneHandleDirectly(self):",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"op(ref, indices, updates).eval()","        indices = np.array([[-1], [0], [5]])
        with self.assertRaisesOpError(
            r""indices\[0\] = \[-1\] does not index into shape \[6\]""):
          op(ref, indices, updates).eval()

        indices = np.array([[2], [0], [6]])
        with self.assertRaisesOpError(",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"op(ref, indices, updates).eval()","        indices = np.array([[2], [0], [6]])
        with self.assertRaisesOpError(
            r""indices\[2\] = \[6\] does not index into shape \[6\]""):
          op(ref, indices, updates).eval()


if __name__ == ""__main__"":",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
result_0.eval(feed_dict={ph_0: 1})),"      ph_0 = array_ops.placeholder(dtypes.int32, shape=[])
      result_0 = ops.convert_to_tensor([[0, 0, 0], [0, ph_0, 0], [0, 0, 0]])
      self.assertAllEqual([[0, 0, 0], [0, 1, 0], [0, 0, 0]],
                          result_0.eval(feed_dict={ph_0: 1}))
      self.assertAllEqual([[0, 0, 0], [0, 2, 0], [0, 0, 0]],
                          result_0.eval(feed_dict={ph_0: 2}))
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
result_0.eval(feed_dict={ph_0: 2})),"      self.assertAllEqual([[0, 0, 0], [0, 1, 0], [0, 0, 0]],
                          result_0.eval(feed_dict={ph_0: 1}))
      self.assertAllEqual([[0, 0, 0], [0, 2, 0], [0, 0, 0]],
                          result_0.eval(feed_dict={ph_0: 2}))

      # Test using placeholder with an undefined shape.
      ph_1 = array_ops.placeholder(dtypes.int32)",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
result_1.eval(feed_dict={ph_1: 1})),"      ph_1 = array_ops.placeholder(dtypes.int32)
      result_1 = ops.convert_to_tensor([[0, 0, 0], [0, ph_1, 0], [0, 0, 0]])
      self.assertAllEqual([[0, 0, 0], [0, 1, 0], [0, 0, 0]],
                          result_1.eval(feed_dict={ph_1: 1}))
      self.assertAllEqual([[0, 0, 0], [0, 2, 0], [0, 0, 0]],
                          result_1.eval(feed_dict={ph_1: 2}))
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
result_1.eval(feed_dict={ph_1: 2})),"      self.assertAllEqual([[0, 0, 0], [0, 1, 0], [0, 0, 0]],
                          result_1.eval(feed_dict={ph_1: 1}))
      self.assertAllEqual([[0, 0, 0], [0, 2, 0], [0, 0, 0]],
                          result_1.eval(feed_dict={ph_1: 2}))

  @test_util.run_deprecated_v1
  # Placeholders and shape inference are only applicable in Graph mode.",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
result_1.eval(feed_dict={ph_1: [1]}),"    result_1 = ops.convert_to_tensor([[0, 0, 0], [0, ph_1, 0], [0, 0, 0]])
    with self.session():
      with self.assertRaises(errors_impl.InvalidArgumentError):
        result_1.eval(feed_dict={ph_1: [1]})


if __name__ == ""__main__"":",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"self.assertEqual(math_ops.add(1, 41).eval(), 42)","    load_library.load_op_library(library_filename)

    with self.cached_session():
      self.assertEqual(math_ops.add(1, 41).eval(), 42)


if __name__ == '__main__':",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"self.assertEqual(ackermann.ackermann().eval(), b'A(m, 0) == A(m-1, 1)')","    ackermann = load_library.load_op_library(library_filename)

    with self.cached_session():
      self.assertEqual(ackermann.ackermann().eval(), b'A(m, 0) == A(m-1, 1)')


if __name__ == '__main__':",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
y.eval(feed_dict={labels: 0}),"      y = nn_ops.sparse_softmax_cross_entropy_with_logits_v2(
          labels=labels, logits=[[7.]])
      with self.assertRaisesOpError(expected_error_message):
        y.eval(feed_dict={labels: 0})

  def testLabelsPlaceholderScalar(self):
    """"""This method is structured to be easily overridden by a child class.""""""",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
maximum_tf).eval(),"        with self.cached_session(use_gpu=False):
          maximum_tf = sparse_ops.sparse_maximum(sp_a, sp_b)
          maximum_tf_densified = sparse_ops.sparse_tensor_to_dense(
              maximum_tf).eval()
          minimum_tf = sparse_ops.sparse_minimum(sp_a, sp_b)
          minimum_tf_densified = sparse_ops.sparse_tensor_to_dense(
              minimum_tf).eval()",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
minimum_tf).eval(),"              maximum_tf).eval()
          minimum_tf = sparse_ops.sparse_minimum(sp_a, sp_b)
          minimum_tf_densified = sparse_ops.sparse_tensor_to_dense(
              minimum_tf).eval()

          a_densified = sparse_ops.sparse_tensor_to_dense(sp_a).eval()
          b_densified = sparse_ops.sparse_tensor_to_dense(sp_b).eval()",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
a_densified = sparse_ops.sparse_tensor_to_dense(sp_a).eval(),"          minimum_tf_densified = sparse_ops.sparse_tensor_to_dense(
              minimum_tf).eval()

          a_densified = sparse_ops.sparse_tensor_to_dense(sp_a).eval()
          b_densified = sparse_ops.sparse_tensor_to_dense(sp_b).eval()

        self.assertAllEqual(",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
b_densified = sparse_ops.sparse_tensor_to_dense(sp_b).eval(),"              minimum_tf).eval()

          a_densified = sparse_ops.sparse_tensor_to_dense(sp_a).eval()
          b_densified = sparse_ops.sparse_tensor_to_dense(sp_b).eval()

        self.assertAllEqual(
            np.maximum(a_densified, b_densified), maximum_tf_densified)",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"np_x = math_ops.cast(tf_x, dtypes.float32).eval()","          a_is_sparse=sp_a,
          b_is_sparse=sp_b)
      out = self.evaluate(tf_ans)
      np_x = math_ops.cast(tf_x, dtypes.float32).eval()
      np_y = math_ops.cast(tf_y, dtypes.float32).eval()

    if tr_a:",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"np_y = math_ops.cast(tf_y, dtypes.float32).eval()","          b_is_sparse=sp_b)
      out = self.evaluate(tf_ans)
      np_x = math_ops.cast(tf_x, dtypes.float32).eval()
      np_y = math_ops.cast(tf_y, dtypes.float32).eval()

    if tr_a:
      np_x = np.transpose(np_x)",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"self.assertEqual(q.num_accumulated().eval(), 0)","    with self.cached_session():
      q = data_flow_ops.SparseConditionalAccumulator(
          dtypes_lib.float32, name=""Q"")
      self.assertEqual(q.num_accumulated().eval(), 0)

  @test_util.run_deprecated_v1
  def testAccumulatorSetGlobalStep(self):",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
